mnth,weekday,hr,cnt
2,1,16,168.0
2,1,17,166.5
2,1,18,154.0
2,1,19,110.5
2,1,20,77.5
2,1,21,66.0
2,1,22,36.5
2,1,23,14.0
2,6,0,51.5
2,6,1,34.875
2,6,2,26.75
2,6,3,11.0
2,6,4,4.5
2,6,5,4.125
2,6,6,6.875
2,6,7,21.25
2,6,8,63.125
2,6,9,87.375
2,6,10,135.875
2,6,11,169.875
2,6,12,199.875
2,6,13,210.375
2,6,14,218.0
2,6,15,216.25
2,6,16,174.375
2,6,17,157.375
2,6,18,115.375
2,6,19,97.75
2,6,20,77.125
2,6,21,66.625
2,6,22,65.125
2,6,23,51.125
3,0,0,61.125
3,0,1,56.875
3,0,2,42.333333333333336
3,0,3,23.5
3,0,4,10.375
3,0,5,6.0
3,0,6,6.75
3,0,7,19.625
3,0,8,52.125
3,0,9,87.75
3,0,10,173.25
3,0,11,225.0
3,0,12,283.0
3,0,13,301.875
3,0,14,312.5
3,0,15,323.375
3,0,16,309.375
3,0,17,296.5
3,0,18,248.25
3,0,19,176.375
3,0,20,116.0
3,0,21,87.25
3,0,22,60.25
3,0,23,33.625
3,6,0,67.11111111111111
3,6,1,55.0
3,6,2,38.22222222222222
3,6,3,16.88888888888889
3,6,4,3.7777777777777777
3,6,5,4.888888888888889
3,6,6,14.222222222222221
3,6,7,38.666666666666664
3,6,8,98.66666666666667
3,6,9,152.77777777777777
3,6,10,217.66666666666666
3,6,11,272.3333333333333
3,6,12,322.44444444444446
3,6,13,344.77777777777777
3,6,14,351.6666666666667
3,6,15,366.44444444444446
3,6,16,361.55555555555554
3,6,17,322.55555555555554
3,6,18,256.1111111111111
3,6,19,192.88888888888889
3,6,20,134.33333333333334
3,6,21,114.66666666666667
3,6,22,105.0
3,6,23,86.11111111111111
4,0,0,72.22222222222223
4,0,1,55.888888888888886
4,0,2,49.333333333333336
4,0,3,25.333333333333332
4,0,4,6.888888888888889
4,0,5,8.444444444444445
4,0,6,24.22222222222222
4,0,7,33.77777777777778
4,0,8,78.22222222222223
4,0,9,163.44444444444446
4,0,10,265.8888888888889
4,0,11,326.3333333333333
4,0,12,385.22222222222223
4,0,13,409.8888888888889
4,0,14,423.22222222222223
4,0,15,407.0
4,0,16,391.0
4,0,17,365.0
4,0,18,300.6666666666667
4,0,19,232.22222222222223
4,0,20,158.77777777777777
4,0,21,110.22222222222223
4,0,22,72.11111111111111
4,0,23,51.55555555555556
4,1,0,41.0
4,1,1,28.0
4,1,2,14.0
4,1,3,8.0
4,1,4,6.0
4,1,5,38.0
4,1,6,133.0
4,1,7,387.0
4,1,8,597.0
4,1,9,297.0
4,1,10,224.0
4,1,11,251.0
4,1,12,271.0
4,1,13,263.0
4,1,14,288.0
4,1,15,275.0
4,1,16,358.0
4,1,17,712.0
4,1,18,676.0
4,1,19,522.0
4,1,20,375.0
4,1,21,271.0
4,1,22,214.0
4,1,23,121.0
4,5,0,27.0
4,5,1,15.0
4,5,2,18.0
4,5,3,3.0
4,5,4,3.0
4,5,5,13.0
4,5,6,47.0
4,5,7,149.0
4,5,8,300.0
4,5,9,178.0
4,5,10,122.0
4,5,11,136.0
4,5,12,200.0
4,5,13,180.0
4,5,14,163.0
4,5,15,162.0
4,5,16,243.0
4,5,17,331.0
4,5,18,263.0
4,5,19,209.0
4,5,20,118.0
4,5,21,102.0
4,5,22,80.0
4,5,23,64.0
4,6,0,73.88888888888889
4,6,1,52.111111111111114
4,6,2,41.55555555555556
4,6,3,19.22222222222222
4,6,4,6.333333333333333
4,6,5,4.777777777777778
4,6,6,18.444444444444443
4,6,7,41.77777777777778
4,6,8,103.77777777777777
4,6,9,169.33333333333334
4,6,10,251.0
4,6,11,327.6666666666667
4,6,12,379.3333333333333
4,6,13,393.6666666666667
4,6,14,399.44444444444446
4,6,15,403.44444444444446
4,6,16,391.3333333333333
4,6,17,362.55555555555554
4,6,18,293.8888888888889
4,6,19,231.55555555555554
4,6,20,145.33333333333334
4,6,21,124.22222222222223
4,6,22,118.33333333333333
4,6,23,92.66666666666667
5,0,0,109.77777777777777
5,0,1,84.11111111111111
5,0,2,69.11111111111111
5,0,3,33.666666666666664
5,0,4,14.11111111111111
5,0,5,8.777777777777779
5,0,6,17.11111111111111
5,0,7,45.111111111111114
5,0,8,110.77777777777777
5,0,9,196.88888888888889
5,0,10,314.3333333333333
5,0,11,394.0
5,0,12,458.77777777777777
5,0,13,480.3333333333333
5,0,14,429.77777777777777
5,0,15,433.0
5,0,16,428.77777777777777
5,0,17,409.77777777777777
5,0,18,354.8888888888889
5,0,19,311.22222222222223
5,0,20,234.22222222222223
5,0,21,166.22222222222223
5,0,22,124.0
5,0,23,91.44444444444444
5,1,0,84.0
5,1,1,69.0
5,1,2,46.5
5,1,3,18.0
5,1,4,6.0
5,1,5,8.0
5,1,6,18.0
5,1,7,49.0
5,1,8,124.5
5,1,9,195.5
5,1,10,316.5
5,1,11,398.5
5,1,12,445.5
5,1,13,453.0
5,1,14,396.0
5,1,15,385.5
5,1,16,405.0
5,1,17,354.5
5,1,18,316.0
5,1,19,310.0
5,1,20,277.0
5,1,21,198.0
5,1,22,131.5
5,1,23,65.0
5,6,0,116.625
5,6,1,81.625
5,6,2,57.0
5,6,3,27.125
5,6,4,6.875
5,6,5,11.25
5,6,6,28.375
5,6,7,58.5
5,6,8,142.75
5,6,9,240.0
5,6,10,349.5
5,6,11,449.5
5,6,12,472.875
5,6,13,494.625
5,6,14,471.125
5,6,15,483.5
5,6,16,473.375
5,6,17,447.125
5,6,18,432.75
5,6,19,339.625
5,6,20,248.25
5,6,21,209.75
5,6,22,193.0
5,6,23,143.375
6,0,0,134.25
6,0,1,100.875
6,0,2,79.875
6,0,3,38.25
6,0,4,13.5
6,0,5,12.125
6,0,6,23.5
6,0,7,49.875
6,0,8,120.25
6,0,9,224.125
6,0,10,355.375
6,0,11,435.875
6,0,12,493.875
6,0,13,490.25
6,0,14,471.375
6,0,15,451.375
6,0,16,474.0
6,0,17,460.5
6,0,18,416.25
6,0,19,356.125
6,0,20,280.125
6,0,21,206.625
6,0,22,155.0
6,0,23,97.0
6,6,0,116.0
6,6,1,92.88888888888889
6,6,2,64.66666666666667
6,6,3,29.22222222222222
6,6,4,12.222222222222221
6,6,5,13.444444444444445
6,6,6,41.77777777777778
6,6,7,75.0
6,6,8,170.0
6,6,9,278.22222222222223
6,6,10,379.8888888888889
6,6,11,452.0
6,6,12,494.8888888888889
6,6,13,490.44444444444446
6,6,14,486.55555555555554
6,6,15,473.77777777777777
6,6,16,479.77777777777777
6,6,17,455.0
6,6,18,407.6666666666667
6,6,19,380.44444444444446
6,6,20,307.0
6,6,21,249.66666666666666
6,6,22,211.22222222222223
6,6,23,182.0
7,0,0,143.9
7,0,1,114.1
7,0,2,89.5
7,0,3,41.5
7,0,4,10.4
7,0,5,9.4
7,0,6,18.4
7,0,7,44.7
7,0,8,123.3
7,0,9,203.7
7,0,10,314.3
7,0,11,381.7
7,0,12,409.8
7,0,13,415.2
7,0,14,413.3
7,0,15,384.9
7,0,16,390.6
7,0,17,386.5
7,0,18,335.0
7,0,19,328.8
7,0,20,276.8
7,0,21,222.2
7,0,22,142.2
7,0,23,97.9
7,1,0,140.0
7,1,1,119.0
7,1,2,63.0
7,1,3,26.0
7,1,4,12.0
7,1,5,4.0
7,1,6,16.0
7,1,7,36.0
7,1,8,86.0
7,1,9,238.0
7,1,10,280.0
7,1,11,349.0
7,1,12,447.0
7,1,13,423.0
7,1,14,408.0
7,1,15,408.0
7,1,16,452.0
7,1,17,436.0
7,1,18,418.0
7,1,19,375.0
7,1,20,386.0
7,1,21,457.0
7,1,22,326.0
7,1,23,138.0
7,3,0,159.0
7,3,1,123.0
7,3,2,93.0
7,3,3,32.0
7,3,4,16.0
7,3,5,19.0
7,3,6,32.0
7,3,7,72.0
7,3,8,153.0
7,3,9,293.0
7,3,10,447.0
7,3,11,485.0
7,3,12,494.0
7,3,13,499.0
7,3,14,547.0
7,3,15,454.0
7,3,16,389.0
7,3,17,414.0
7,3,18,430.0
7,3,19,432.0
7,3,20,551.0
7,3,21,584.0
7,3,22,502.0
7,3,23,183.0
7,6,0,135.0
7,6,1,78.55555555555556
7,6,2,64.11111111111111
7,6,3,31.77777777777778
7,6,4,11.555555555555555
7,6,5,12.11111111111111
7,6,6,31.88888888888889
7,6,7,54.111111111111114
7,6,8,138.0
7,6,9,226.22222222222223
7,6,10,300.55555555555554
7,6,11,349.3333333333333
7,6,12,396.0
7,6,13,408.1111111111111
7,6,14,390.6666666666667
7,6,15,380.1111111111111
7,6,16,381.6666666666667
7,6,17,353.44444444444446
7,6,18,330.0
7,6,19,309.3333333333333
7,6,20,258.22222222222223
7,6,21,223.77777777777777
7,6,22,205.66666666666666
7,6,23,162.11111111111111
8,0,0,119.71428571428571
8,0,1,99.57142857142857
8,0,2,83.71428571428571
8,0,3,43.857142857142854
8,0,4,11.571428571428571
8,0,5,11.285714285714286
8,0,6,15.571428571428571
8,0,7,34.625
8,0,8,89.25
8,0,9,193.75
8,0,10,295.875
8,0,11,332.125
8,0,12,406.375
8,0,13,401.375
8,0,14,375.625
8,0,15,361.0
8,0,16,337.125
8,0,17,331.75
8,0,18,331.25
8,0,19,304.875
8,0,20,218.625
8,0,21,174.875
8,0,22,110.25
8,0,23,67.125
8,6,0,133.875
8,6,1,87.5
8,6,2,70.5
8,6,3,33.625
8,6,4,9.875
8,6,5,11.875
8,6,6,27.5
8,6,7,59.25
8,6,8,142.75
8,6,9,237.25
8,6,10,348.25
8,6,11,381.375
8,6,12,452.375
8,6,13,409.0
8,6,14,390.875
8,6,15,377.5
8,6,16,384.625
8,6,17,357.375
8,6,18,374.85714285714283
8,6,19,316.14285714285717
8,6,20,231.71428571428572
8,6,21,209.85714285714286
8,6,22,196.71428571428572
8,6,23,166.14285714285714
9,0,0,133.66666666666666
9,0,1,104.22222222222223
9,0,2,87.44444444444444
9,0,3,47.888888888888886
9,0,4,10.777777777777779
9,0,5,16.666666666666668
9,0,6,19.444444444444443
9,0,7,49.55555555555556
9,0,8,118.33333333333333
9,0,9,233.22222222222223
9,0,10,389.6666666666667
9,0,11,467.8888888888889
9,0,12,559.6666666666666
9,0,13,525.1111111111111
9,0,14,486.44444444444446
9,0,15,492.1111111111111
9,0,16,529.2222222222222
9,0,17,504.77777777777777
9,0,18,430.0
9,0,19,344.0
9,0,20,227.88888888888889
9,0,21,170.77777777777777
9,0,22,127.66666666666667
9,0,23,83.11111111111111
9,1,0,100.5
9,1,1,54.5
9,1,2,39.5
9,1,3,22.0
9,1,4,9.5
9,1,5,5.0
9,1,6,13.0
9,1,7,42.0
9,1,8,114.0
9,1,9,190.5
9,1,10,301.5
9,1,11,383.5
9,1,12,448.0
9,1,13,477.5
9,1,14,434.5
9,1,15,351.0
9,1,16,392.0
9,1,17,306.0
9,1,18,302.5
9,1,19,274.5
9,1,20,171.5
9,1,21,122.0
9,1,22,92.5
9,1,23,45.0
9,6,0,138.88888888888889
9,6,1,94.0
9,6,2,74.0
9,6,3,35.55555555555556
9,6,4,9.444444444444445
9,6,5,12.777777777777779
9,6,6,27.77777777777778
9,6,7,60.44444444444444
9,6,8,163.33333333333334
9,6,9,266.22222222222223
9,6,10,371.6666666666667
9,6,11,477.0
9,6,12,520.1111111111111
9,6,13,533.4444444444445
9,6,14,520.5555555555555
9,6,15,542.2222222222222
9,6,16,480.0
9,6,17,481.8888888888889
9,6,18,427.0
9,6,19,348.44444444444446
9,6,20,250.44444444444446
9,6,21,213.33333333333334
9,6,22,187.11111111111111
9,6,23,158.0
10,0,0,103.77777777777777
10,0,1,84.88888888888889
10,0,2,70.88888888888889
10,0,3,36.666666666666664
10,0,4,12.666666666666666
10,0,5,10.555555555555555
10,0,6,20.0
10,0,7,41.22222222222222
10,0,8,105.33333333333333
10,0,9,187.55555555555554
10,0,10,324.1111111111111
10,0,11,389.3333333333333
10,0,12,451.8888888888889
10,0,13,431.1111111111111
10,0,14,433.22222222222223
10,0,15,385.22222222222223
10,0,16,407.22222222222223
10,0,17,334.1111111111111
10,0,18,282.1111111111111
10,0,19,201.44444444444446
10,0,20,145.11111111111111
10,0,21,118.0
10,0,22,96.11111111111111
10,0,23,62.333333333333336
10,1,0,52.0
10,1,1,35.5
10,1,2,17.0
10,1,3,10.5
10,1,4,6.5
10,1,5,20.0
10,1,6,51.5
10,1,7,134.0
10,1,8,325.5
10,1,9,275.5
10,1,10,281.5
10,1,11,315.0
10,1,12,353.0
10,1,13,385.0
10,1,14,395.0
10,1,15,377.0
10,1,16,389.5
10,1,17,478.0
10,1,18,464.5
10,1,19,353.5
10,1,20,226.0
10,1,21,163.0
10,1,22,116.5
10,1,23,72.0
10,6,0,127.22222222222223
10,6,1,90.22222222222223
10,6,2,58.44444444444444
10,6,3,24.666666666666668
10,6,4,9.555555555555555
10,6,5,8.0
10,6,6,22.666666666666668
10,6,7,59.44444444444444
10,6,8,135.0
10,6,9,232.66666666666666
10,6,10,312.8888888888889
10,6,11,398.1111111111111
10,6,12,460.0
10,6,13,467.77777777777777
10,6,14,454.44444444444446
10,6,15,460.8888888888889
10,6,16,455.22222222222223
10,6,17,437.77777777777777
10,6,18,354.8888888888889
10,6,19,243.22222222222223
10,6,20,190.0
10,6,21,171.33333333333334
10,6,22,146.22222222222223
10,6,23,124.44444444444444
11,0,0,84.5
11,0,1,89.75
11,0,2,47.625
11,0,3,25.5
11,0,4,7.75
11,0,5,6.375
11,0,6,14.75
11,0,7,37.25
11,0,8,87.125
11,0,9,168.0
11,0,10,269.25
11,0,11,331.625
11,0,12,374.125
11,0,13,394.5
11,0,14,395.125
11,0,15,388.625
11,0,16,372.875
11,0,17,271.875
11,0,18,216.75
11,0,19,180.625
11,0,20,132.625
11,0,21,101.0
11,0,22,73.625
11,0,23,54.875
11,1,0,49.0
11,1,1,30.0
11,1,2,20.0
11,1,3,4.0
11,1,4,4.0
11,1,5,24.0
11,1,6,71.0
11,1,7,264.0
11,1,8,540.0
11,1,9,397.0
11,1,10,266.0
11,1,11,367.0
11,1,12,419.0
11,1,13,420.0
11,1,14,444.0
11,1,15,382.0
11,1,16,434.0
11,1,17,596.0
11,1,18,551.0
11,1,19,353.0
11,1,20,304.0
11,1,21,155.0
11,1,22,112.0
11,1,23,63.0
11,4,0,34.5
11,4,1,33.0
11,4,2,20.0
11,4,3,5.5
11,4,4,2.5
11,4,5,9.5
11,4,6,11.5
11,4,7,48.0
11,4,8,71.5
11,4,9,100.0
11,4,10,158.5
11,4,11,187.0
11,4,12,206.0
11,4,13,222.0
11,4,14,194.0
11,4,15,188.5
11,4,16,148.0
11,4,17,91.5
11,4,18,53.5
11,4,19,36.0
11,4,20,41.5
11,4,21,36.0
11,4,22,33.0
11,4,23,28.5
11,5,0,66.0
11,5,1,19.0
11,5,2,11.0
11,5,3,6.0
11,5,4,8.0
11,5,5,13.0
11,5,6,46.0
11,5,7,121.0
11,5,8,258.0
11,5,9,201.0
11,5,10,200.0
11,5,11,170.0
11,5,12,239.0
11,5,13,236.0
11,5,14,247.0
11,5,15,216.0
11,5,16,238.0
11,5,17,310.0
11,5,18,208.0
11,5,19,199.0
11,5,20,109.0
11,5,21,83.0
11,5,22,91.0
11,5,23,73.0
11,6,0,74.25
11,6,1,56.5
11,6,2,39.625
11,6,3,17.125
11,6,4,7.375
11,6,5,5.5
11,6,6,15.0
11,6,7,44.0
11,6,8,106.875
11,6,9,171.75
11,6,10,242.5
11,6,11,303.875
11,6,12,379.125
11,6,13,405.75
11,6,14,414.125
11,6,15,398.375
11,6,16,362.75
11,6,17,309.375
11,6,18,238.125
11,6,19,195.125
11,6,20,150.5
11,6,21,130.0
11,6,22,116.375
11,6,23,104.0
12,0,0,71.88888888888889
12,0,1,58.44444444444444
12,0,2,48.111111111111114
12,0,3,24.11111111111111
12,0,4,7.25
12,0,5,5.444444444444445
12,0,6,7.0
12,0,7,20.666666666666668
12,0,8,55.0
12,0,9,97.11111111111111
12,0,10,174.0
12,0,11,212.44444444444446
12,0,12,278.1111111111111
12,0,13,262.1111111111111
12,0,14,246.66666666666666
12,0,15,235.0
12,0,16,252.77777777777777
12,0,17,177.77777777777777
12,0,18,136.44444444444446
12,0,19,110.44444444444444
12,0,20,92.66666666666667
12,0,21,70.33333333333333
12,0,22,58.888888888888886
12,0,23,38.0
12,1,0,11.0
12,1,1,10.0
12,1,2,7.0
12,1,4,2.0
12,1,5,4.0
12,1,6,4.0
12,1,7,19.0
12,1,8,18.0
12,1,9,62.0
12,1,10,70.0
12,1,11,91.0
12,1,12,100.0
12,1,13,140.0
12,1,14,153.0
12,1,15,131.0
12,1,16,97.0
12,1,17,97.0
12,1,18,75.0
12,1,19,65.0
12,1,20,56.0
12,1,21,49.0
12,1,22,27.0
12,1,23,29.0
12,2,0,13.0
12,2,1,13.0
12,2,2,7.0
12,2,4,1.0
12,2,5,3.0
12,2,6,7.0
12,2,7,6.0
12,2,8,11.0
12,2,9,28.0
12,2,10,32.0
12,2,11,86.0
12,2,12,114.0
12,2,13,121.0
12,2,14,126.0
12,2,15,107.0
12,2,16,86.0
12,2,17,50.0
12,2,18,43.0
12,2,19,36.0
12,2,20,40.0
12,2,21,34.0
12,2,22,19.0
12,2,23,30.0
12,6,0,64.3
12,6,1,56.7
12,6,2,45.3
12,6,3,16.3
12,6,4,6.4
12,6,5,5.6
12,6,6,13.3
12,6,7,27.4
12,6,8,71.8
12,6,9,124.1
12,6,10,172.7
12,6,11,240.1
12,6,12,283.1
12,6,13,300.2
12,6,14,296.4
12,6,15,296.8
12,6,16,271.9
12,6,17,198.5
12,6,18,174.6
12,6,19,146.1
12,6,20,116.0
12,6,21,102.3
12,6,22,90.3
12,6,23,74.7
